received_time_ns,received_time_iso,packet_size,IsRaceOn,TimestampMS,EngineMaxRpm,EngineIdleRpm,CurrentEngineRpm,AccelerationX,AccelerationY,AccelerationZ,VelocityX,VelocityY,VelocityZ,AngularVelocityX,AngularVelocityY,AngularVelocityZ,Yaw,Pitch,Roll,NormalizedSuspensionTravelFrontLeft,NormalizedSuspensionTravelFrontRight,NormalizedSuspensionTravelRearLeft,NormalizedSuspensionTravelRearRight,TireSlipRatioFrontLeft,TireSlipRatioFrontRight,TireSlipRatioRearLeft,TireSlipRatioRearRight,WheelRotationSpeedFrontLeft,WheelRotationSpeedFrontRight,WheelRotationSpeedRearLeft,WheelRotationSpeedRearRight,WheelOnRumbleStripFrontLeft,WheelOnRumbleStripFrontRight,WheelOnRumbleStripRearLeft,WheelOnRumbleStripRearRight,WheelInPuddleDepthFrontLeft,WheelInPuddleDepthFrontRight,WheelInPuddleDepthRearLeft,WheelInPuddleDepthRearRight,SurfaceRumbleFrontLeft,SurfaceRumbleFrontRight,SurfaceRumbleRearLeft,SurfaceRumbleRearRight,TireSlipAngleFrontLeft,TireSlipAngleFrontRight,TireSlipAngleRearLeft,TireSlipAngleRearRight,TireCombinedSlipFrontLeft,TireCombinedSlipFrontRight,TireCombinedSlipRearLeft,TireCombinedSlipRearRight,SuspensionTravelMetersFrontLeft,SuspensionTravelMetersFrontRight,SuspensionTravelMetersRearLeft,SuspensionTravelMetersRearRight,CarOrdinal,CarClass,CarPerformanceIndex,DrivetrainType,NumCylinders,HorizonUnknownBytes,PositionX,PositionY,PositionZ,Speed,Power,Torque,TireTempFrontLeft,TireTempFrontRight,TireTempRearLeft,TireTempRearRight,Boost,Fuel,DistanceTraveled,BestLap,LastLap,CurrentLap,CurrentRaceTime,LapNumber,RacePosition,Accel,Brake,Clutch,HandBrake,Gear,Steer,NormalizedDrivingLine,NormalizedAIBrakeDifference
1779260001692946600,2026-05-20T14:53:21.692946+08:00,324,1,179159359,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-1.778067648672277e-08,-2.428875989224366e-09,-1.0709511855111487e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453480005264282,0.25794517993927,0.30522945523262024,0.30098530650138855,-0.002241377718746662,-0.0024008124601095915,-0.002715053502470255,-0.001778139267116785,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658544134348631,-0.005712021142244339,-0.004772319924086332,-0.004758087452501059,0.006086287554353476,0.0061960541643202305,0.005490587558597326,0.005079485941678286,-0.0015465151518583298,0.0007945233955979347,-0.0003065895289182663,-0.000580422580242157,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.10330200195312,114.10874938964844,114.08592224121094,114.08592224121094,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.41427612304688,0,0,0,0,0,0,1,0,0,0
1779260001709468800,2026-05-20T14:53:21.709468+08:00,324,1,179159375,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,6.053679157957959e-08,-4.576873102735135e-09,3.462695374878422e-08,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.2345353662967682,0.25794142484664917,0.3052293062210083,0.3009863495826721,-0.002241356298327446,-0.0024008071050047874,-0.0027150397654622793,-0.0017781270435079932,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658610723912716,-0.005712089128792286,-0.004772399552166462,-0.004758167080581188,0.006086341571062803,0.0061961147002875805,0.0054906499572098255,0.005079556256532669,-0.0015464583411812782,0.0007941480726003647,-0.00030659977346658707,-0.0005803555250167847,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0958480834961,114.10130310058594,114.07841491699219,114.07841491699219,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.43094635009766,0,0,0,0,0,0,1,0,0,0
1779260001725985100,2026-05-20T14:53:21.725985+08:00,324,1,179159406,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-1.0235726222163066e-07,-3.5459257752279427e-09,-2.028708756540709e-08,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453424870967865,0.25794517993927,0.3052287995815277,0.3009846806526184,-0.0022414037957787514,-0.0024008527398109436,-0.0027150805108249187,-0.0017781771020963788,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658556241542101,-0.005712034646421671,-0.004772355314344168,-0.004758122377097607,0.006086308509111404,0.006196082103997469,0.0054906317964196205,0.005079531576484442,-0.0015465691685676575,0.0007945233955979347,-0.0003066333010792732,-0.0005804635584354401,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0884017944336,114.09386444091797,114.07091522216797,114.07091522216797,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.44761657714844,0,0,0,0,0,0,1,0,0,0
1779260001741543500,2026-05-20T14:53:21.741543+08:00,324,1,179159421,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-3.308760483378137e-07,1.0770486724709372e-09,2.682491242467222e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.2345338761806488,0.2579466700553894,0.30522823333740234,0.3009842038154602,-0.002241541864350438,-0.0024009975604712963,-0.002715228358283639,-0.001778304111212492,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658693611621857,-0.005712172482162714,-0.004772474057972431,-0.004758240655064583,0.006086486857384443,0.006196265108883381,0.00549080828204751,0.0050796871073544025,-0.001546606421470642,0.0007946714758872986,-0.00030666962265968323,-0.0005804924294352531,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0809555053711,114.08644104003906,114.06341552734375,114.06341552734375,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.46427917480469,0,0,0,0,0,0,1,0,0,0
1779260001759566600,2026-05-20T14:53:21.759566+08:00,324,1,179159437,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-2.2474220884305396e-07,6.375789673995769e-09,3.313255092507461e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.2345345914363861,0.25794169306755066,0.305228054523468,0.30098530650138855,-0.0022416128776967525,-0.0024010674096643925,-0.0027153126429766417,-0.0017783556832000613,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658858921378851,-0.0057123396545648575,-0.004772604443132877,-0.004758370574563742,0.006086666602641344,0.006196446251124144,0.005490962881594896,0.005079826805740595,-0.0015465347096323967,0.0007941760122776031,-0.000306679867208004,-0.000580422580242157,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.07350158691406,114.07899475097656,114.055908203125,114.055908203125,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.48094940185547,0,0,0,0,0,0,1,0,0,0
1779260001776088100,2026-05-20T14:53:21.776088+08:00,324,1,179159453,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,1.0164627362030387e-08,5.757314180954154e-09,2.8803585294667755e-08,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453444242477417,0.25793933868408203,0.3052278161048889,0.3009849488735199,-0.0022415679413825274,-0.002401007805019617,-0.0027152635157108307,-0.0017783032963052392,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658811889588833,-0.005712292622774839,-0.00477254344150424,-0.004758310038596392,0.006086606532335281,0.006196380127221346,0.005490885581821203,0.005079751368612051,-0.0015465496107935905,0.0007939394563436508,-0.0003066966310143471,-0.0005804449319839478,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0660400390625,114.0715560913086,114.04841613769531,114.04841613769531,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.49763488769531,0,0,0,0,0,0,1,0,0,0
1779260001792044400,2026-05-20T14:53:21.792044+08:00,324,1,179159468,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,2.3077170396845759e-07,-1.3522258868192694e-09,-1.626032002377542e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453421890735626,0.25793811678886414,0.30522745847702026,0.30098453164100647,-0.0022414475679397583,-0.002400885336101055,-0.002715136157348752,-0.001778195146471262,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056586964055895805,-0.005712175276130438,-0.004772447515279055,-0.004758214112371206,0.006086455192416906,0.006196224130690098,0.005490739364176989,0.005079623777419329,-0.0015465719625353813,0.0007938193157315254,-0.00030671991407871246,-0.0005804728716611862,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.05859375,114.06411743164062,114.0409164428711,114.0409164428711,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.51431274414062,0,0,0,0,0,0,1,0,0,0
1779260001809630300,2026-05-20T14:53:21.809630+08:00,324,1,179159484,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,3.785267210787424e-07,-9.438270609507526e-09,-2.6141958642256213e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453399538993835,0.2579374611377716,0.3052271604537964,0.300984263420105,-0.00224128901027143,-0.0024007384199649096,-0.0027149715460836887,-0.0017780623165890574,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658579990267754,-0.005712058860808611,-0.004772374872118235,-0.004758141934871674,0.006086288020014763,0.0061960602179169655,0.005490595009177923,0.005079509690403938,-0.0015465952455997467,0.0007937531918287277,-0.0003067385405302048,-0.0005804905667901039,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0511474609375,114.05668640136719,114.03341674804688,114.03341674804688,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.53099060058594,0,0,0,0,0,0,1,0,0,0
1779260001825138500,2026-05-20T14:53:21.825138+08:00,324,1,179159500,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,1.783980678737862e-07,-1.1863130922051823e-08,-1.8379091670794878e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453283309936523,0.2579424977302551,0.30522653460502625,0.3009824752807617,-0.0022412508260458708,-0.0024007121101021767,-0.0027149254456162453,-0.001778045785613358,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0056584784761071205,-0.005711955018341541,-0.004772312007844448,-0.004758079070597887,0.00608617952093482,0.006195954512804747,0.005490517243742943,0.00507944542914629,-0.0015467116609215736,0.0007942542433738708,-0.000306776724755764,-0.0005806060507893562,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.043701171875,114.04925537109375,114.02593231201172,114.02593231201172,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.54764556884766,0,0,0,0,0,0,1,0,0,0
1779260001842154800,2026-05-20T14:53:21.842154+08:00,324,1,179159515,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-1.419051898210455e-07,-5.623669530052666e-09,1.824014361773152e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453238606452942,0.25794461369514465,0.3052259683609009,0.3009820282459259,-0.002241350943222642,-0.002400826197117567,-0.0027150341775268316,-0.0017781445058062673,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658595357090235,-0.0057120732963085175,-0.0047724274918437,-0.004758194554597139,0.0060863252729177475,0.0061961072497069836,0.005490671843290329,0.005079587921500206,-0.001546754501760006,0.0007944665849208832,-0.00030681490898132324,-0.0005806358531117439,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.03627014160156,114.04183197021484,114.01844787597656,114.01844787597656,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.56429290771484,0,0,0,0,0,0,1,0,0,0
1779260001859165000,2026-05-20T14:53:21.859165+08:00,324,1,179159531,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-1.0573674558145285e-07,4.125573660473947e-09,3.1352797691397427e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453311622142792,0.2579399049282074,0.30522578954696655,0.30098310112953186,-0.0022414051927626133,-0.00240087928250432,-0.002715104026719928,-0.0017781788483262062,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658773705363274,-0.005712252575904131,-0.004772566724568605,-0.004758333321660757,0.006086511071771383,0.006196293048560619,0.0054908269084990025,0.005079729948192835,-0.0015466827899217606,0.0007939953356981277,-0.00030682701617479324,-0.0005805632099509239,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0288314819336,114.03440856933594,114.01094818115234,114.01094818115234,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.58096313476562,0,0,0,0,0,0,1,0,0,0
1779260001875679900,2026-05-20T14:53:21.875679+08:00,324,1,179159546,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,7.103358967697204e-08,7.70274333206089e-09,7.249369105011283e-08,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453302681446075,0.2579376697540283,0.30522552132606506,0.3009827733039856,-0.0022413600236177444,-0.0024008157197386026,-0.0027150579262524843,-0.0017781188944354653,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658762529492378,-0.005712240934371948,-0.0047725290060043335,-0.0047582960687577724,0.0060864840634167194,0.006196258123964071,0.005490771494805813,0.005079674068838358,-0.0015466930344700813,0.0007937736809253693,-0.00030684471130371094,-0.0005805855616927147,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.02137756347656,114.0269775390625,114.00346374511719,114.00346374511719,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.59764099121094,0,0,0,0,0,0,1,0,0,0
1779260001892774200,2026-05-20T14:53:21.892774+08:00,324,1,179159562,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-8.351989322363806e-08,4.1582022269892605e-09,-2.231224094373374e-09,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453176021575928,0.25794199109077454,0.3052249550819397,0.30098095536231995,-0.002241391222923994,-0.0024008373729884624,-0.0027150826063007116,-0.0017781463684514165,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658706650137901,-0.005712184589356184,-0.004772469867020845,-0.004758236929774284,0.006086443550884724,0.006196214351803064,0.005490732379257679,0.005079628434032202,-0.0015468187630176544,0.0007942067459225655,-0.0003068801015615463,-0.0005807038396596909,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.0139389038086,114.0195541381836,113.9959716796875,113.9959716796875,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.61429595947266,0,0,0,0,0,0,1,0,0,0
1779260001908786500,2026-05-20T14:53:21.908786+08:00,324,1,179159578,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-3.295126305147278e-07,3.4117646485753994e-09,2.5238867351617955e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453138768672943,0.2579437494277954,0.30522459745407104,0.30098050832748413,-0.002241535345092416,-0.0024009880144149065,-0.002715233713388443,-0.0017782819923013449,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658818408846855,-0.0057122972793877125,-0.004772569052875042,-0.004758335184305906,0.006086600478738546,0.006196376867592335,0.0054908934980630875,0.005079767666757107,-0.0015468550845980644,0.0007943809032440186,-0.00030690524727106094,-0.0005807317793369293,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,114.00650024414062,114.01213073730469,113.98849487304688,113.98849487304688,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.6309585571289,0,0,0,0,0,0,1,0,0,0
1779260001925962400,2026-05-20T14:53:21.925962+08:00,324,1,179159593,10999.9931640625,1099.9993896484375,1100.0234375,0.0,0.0,0.0,0.0,0.0,0.0,-2.54850419878494e-07,5.015147408471421e-09,3.4614740229699237e-07,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453213274478912,0.2579389214515686,0.3052244782447815,0.30098164081573486,-0.0022416154388338327,-0.002401073696091771,-0.002715327311307192,-0.0017783486982807517,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658983718603849,-0.005712463986128569,-0.004772708751261234,-0.004758474882692099,0.006086783949285746,0.006196563597768545,0.005491061136126518,0.005079922266304493,-0.0015467815101146698,0.0007938966155052185,-0.00030691269785165787,-0.0005806591361761093,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,-0.04010476544499397,-0.0003481492167338729,113.99906921386719,114.00469970703125,113.98101043701172,113.98101043701172,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.64762878417969,0,0,0,0,0,0,1,0,0,0
1779260001942489300,2026-05-20T14:53:21.942489+08:00,324,1,179159609,10999.9931640625,1099.9993896484375,1138.3983154296875,0.0,0.0,0.0,0.0,0.0,0.0,-4.161831057558629e-08,3.890120225946703e-09,4.1382687498980886e-08,-1.5341558456420898,-0.0267826896160841,0.006756311748176813,0.23453201353549957,0.25793662667274475,0.30522412061691284,0.3009812533855438,-0.0022415874991565943,-0.002401035977527499,-0.002715296344831586,-0.0017783157527446747,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005658950190991163,-0.0057124304585158825,-0.004772666841745377,-0.004758432973176241,0.006086742039769888,0.006196517962962389,0.005491009447723627,0.005079871043562889,-0.0015467926859855652,0.0007936675101518631,-0.000306934118270874,-0.0005806833505630493,4212,6,998,2,6,1a0000000000000000000000,5764.49951171875,100.8112564086914,1387.4002685546875,0.0,7233.02783203125,60.965641021728516,113.99163055419922,113.99728393554688,113.97352600097656,113.97352600097656,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.664306640625,0,0,255,0,0,0,1,0,0,0
1779260001959518300,2026-05-20T14:53:21.959518+08:00,324,1,179159640,10999.9931640625,1099.9993896484375,1214.836669921875,0.016085481271147728,-0.0020753461867570877,-0.43940573930740356,-0.0034266256261616945,-0.0014579102862626314,-0.0034826830960810184,-0.00025732984067872167,-0.00013958469207864255,-0.00038147225859574974,-1.5341567993164062,-0.02678493782877922,0.00674937991425395,0.23443692922592163,0.25803250074386597,0.3053113520145416,0.3012271821498871,0.0006806268938817084,0.0006018946296535432,0.0012579335598275065,0.0011430694721639156,-0.007062410935759544,-0.006425224244594574,-0.005228471010923386,-0.005943167023360729,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.600213676691055e-05,-8.443370461463928e-05,0.00046176137402653694,0.0004742331802845001,0.0006815784145146608,0.0006077879806980491,0.0013400076422840357,0.001237539923749864,-0.0015563014894723892,0.0008032536134123802,-0.00030130520462989807,-0.0005648182705044746,4212,6,998,2,6,1a0000000000000000000000,5764.5,100.81124114990234,1387.4002685546875,0.005098660942167044,15319.4912109375,121.69271850585938,113.98419189453125,113.98986053466797,113.96604919433594,113.96604919433594,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.68096923828125,0,0,255,0,0,0,1,0,0,0
1779260001976034100,2026-05-20T14:53:21.976034+08:00,324,1,179159656,10999.9931640625,1099.9993896484375,1329.164794921875,-0.004252399317920208,-0.03379858285188675,0.10893963277339935,-0.002840756205841899,-0.0025188771542161703,-0.00639004772529006,-0.0004616971709765494,-0.0003684919502120465,-0.0006647735135629773,-1.5341614484786987,-0.026791267096996307,0.006738469935953617,0.23444989323616028,0.25831836462020874,0.30556240677833557,0.3019641041755676,0.0005803816602565348,0.0005053331260569394,0.0010196641087532043,0.0009424581658095121,-0.018414106220006943,-0.016700074076652527,-0.017558641731739044,-0.016341499984264374,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033842744305729866,0.003341690870001912,0.002610213356092572,0.002620433922857046,0.003433679696172476,0.003379683243110776,0.002802307950332761,0.0027847622986882925,-0.0015550050884485245,0.000831841491162777,-0.0002851085737347603,-0.0005172723904252052,4212,6,998,2,6,1a0000000000000000000000,5764.5,100.81120300292969,1387.4002685546875,0.007432855665683746,25000.072265625,181.83831787109375,113.9764633178711,113.98213958740234,113.95830535888672,113.95830535888672,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.69763946533203,0,0,255,0,0,0,1,0,0,0
1779260001993130400,2026-05-20T14:53:21.993130+08:00,324,1,179159671,10999.9931640625,1099.9993896484375,1481.313232421875,-0.0032801711931824684,-0.039071276783943176,0.0813325047492981,-0.0010752619709819555,-0.003206668421626091,-0.009374001994729042,-0.0005812611198052764,-0.0004290658689569682,-0.0016757517587393522,-1.5341684818267822,-0.026800157502293587,0.006716405972838402,0.2345307171344757,0.2588271200656891,0.3061315417289734,0.3028733432292938,0.0005235333228483796,0.0005010492168366909,0.0009132593404501677,0.0008991756476461887,-0.028577711433172226,-0.026609942317008972,-0.028130659833550453,-0.02606724202632904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004469727165997028,0.004437670111656189,0.00247511500492692,0.002481828210875392,0.004500282928347588,0.004465866833925247,0.002638226142153144,0.002639694605022669,-0.0015469221398234367,0.0008827196434140205,-0.0002483883872628212,-0.0004586055874824524,4212,6,998,2,6,1a0000000000000000000000,5764.5,100.81114959716797,1387.4002685546875,0.009965481236577034,37000.0078125,242.0620880126953,113.96883392333984,113.9744873046875,113.95064544677734,113.95064544677734,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.71430969238281,0,0,255,0,0,0,1,0,0,0
1779260002009148500,2026-05-20T14:53:22.009148+08:00,324,1,179159687,10999.9931640625,1099.9993896484375,1671.4854736328125,-0.002502910327166319,-0.03610360249876976,0.06079389899969101,0.0005809497088193893,-0.0035824833903461695,-0.012389649637043476,-0.0006196334143169224,-0.00030617674929089844,-0.0033891620114445686,-1.5341747999191284,-0.0268103014677763,0.0066702174954116344,0.23456971347332,0.25920993089675903,0.3068632483482361,0.3041064143180847,0.0004920433275401592,0.0005065810400992632,0.0008681710460223258,0.0008880583336576819,-0.03790893778204918,-0.0366692878305912,-0.03771522641181946,-0.03587111458182335,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004448845982551575,0.004434247501194477,0.0017951854970306158,0.0017959829419851303,0.004475973546504974,0.0044630905613303185,0.0019940941128879786,0.002003547502681613,-0.0015430217608809471,0.0009209997951984406,-0.00020117592066526413,-0.00037904921919107437,4212,6,998,2,6,1a0000000000000000000000,5764.5,100.81108856201172,1387.4002685546875,0.012910271063446999,52069.59375,302.3786315917969,113.96127319335938,113.9669418334961,113.94297790527344,113.94297790527344,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.73099517822266,0,0,255,0,0,0,1,0,0,0
1779260002025669200,2026-05-20T14:53:22.025669+08:00,324,1,179159703,10999.9931640625,1099.9993896484375,1899.3536376953125,-0.001920589478686452,-0.03400330990552902,0.0454094372689724,0.001800754340365529,-0.003773986827582121,-0.01541015412658453,-0.0005719385808333755,-9.652029257267714e-05,-0.005298701114952564,-1.5341778993606567,-0.02682027965784073,0.006592461373656988,0.2345992922782898,0.26005032658576965,0.3072274327278137,0.30538052320480347,0.0004860975022893399,0.0005057218368165195,0.0008623790345154703,0.0008767742547206581,-0.04686755686998367,-0.04682963714003563,-0.04687673971056938,-0.04578342288732529,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003992971498519182,0.0040023429319262505,0.0012890440411865711,0.0012822344433516264,0.004022451117634773,0.004034167155623436,0.0015509133227169514,0.0015533377882093191,-0.0015400657430291176,0.0010050395503640175,-0.00017768237739801407,-0.0002968432381749153,4212,6,998,2,6,1a0000000000000000000000,5764.5,100.81101989746094,1387.4002685546875,0.015967421233654022,70781.15625,363.1128234863281,113.95375061035156,113.95942687988281,113.93529510498047,113.93529510498047,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.74766540527344,0,0,255,0,0,0,1,0,0,0
1779260002042678400,2026-05-20T14:53:22.042678+08:00,324,1,179159718,10999.9931640625,1099.9993896484375,2165.22607421875,0.01472866628319025,-0.013833163306117058,-0.40499147772789,0.0026026328559964895,-0.0038321269676089287,-0.018427476286888123,-0.00043703278061002493,9.572881390340626e-05,-0.007085238117724657,-1.5341776609420776,-0.026828603819012642,0.006483740638941526,0.23455820977687836,0.2611296474933624,0.3077366352081299,0.30716949701309204,0.0004951260634697974,0.0004959161160513759,0.000879771716427058,0.0008582883747294545,-0.05584316328167915,-0.056917954236269,-0.05602141469717026,-0.05566371977329254,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033971278462558985,0.0034365190658718348,0.001072743209078908,0.0010570837184786797,0.0034330200869590044,0.003472117008641362,0.0013873630668967962,0.001361647853627801,-0.0015441738069057465,0.00111297145485878,-0.0001448262482881546,-0.00018141791224479675,4212,6,998,2,6,1a0000000000000000000000,5764.50048828125,100.81095123291016,1387.4002685546875,0.019000807777047157,94134.8984375,423.825927734375,113.94619750976562,113.95188903808594,113.92757415771484,113.92757415771484,-11.025002479553223,1.0,0.0,0.0,0.0,0.0,96.76432800292969,0,0,255,0,0,0,1,0,0,0
